Country,Happiness Rank,Score,Year
Switzerland,1,7.587,2015
Liberia,148,353.299.999.237.061
Guinea,149,350.699.996.948.242
Togo,150,349.499.988.555.908
Rwanda,151,347.099.995.613.098
Syria,152,346.199.989.318.848
Tanzania,153,334.899.997.711.182
Burundi,154,290.499.997.138.977
Central African Republic,155,269.300.007.820.129
,,
Country,Happiness Rank,Score,Year
Finland,1,7.632,2018
Norway,2,7.594
Denmark,3,7.555
Iceland,4,7.495
Switzerland,5,7.487
Netherlands,6,7.441
Canada,7,7.328
New Zealand,8,7.324
Sweden,9,7.314
Australia,10,7.272
United Kingdom,11,7.190
Austria,12,7.139
Costa Rica,13,7.072
Ireland,14,6.977
Germany,15,6.965
Belgium,16,6.927
Luxembourg,17,6.910
United States,18,6.886
Israel,19,6.814
United Arab Emirates,20,6.774
Czech Republic,21,6.711
Malta,22,6.627
France,23,6.489
Mexico,24,6.488
Chile,25,6.476
Taiwan,26,6.441
Panama,27,6.430
Brazil,28,6.419
Argentina,29,6.388
Guatemala,30,6.382
Uruguay,31,6.379
Qatar,32,6.374
Saudi Arabia,33,6.371
Singapore,34,6.343
Malaysia,35,6.322
Spain,36,6.310
Colombia,37,6.260
Trinidad & Tobago,38,6.192
Slovakia,39,6.173
El Salvador,40,6.167
Nicaragua,41,6.141
Poland,42,6.123
Bahrain,43,6.105
Uzbekistan,44,6.096
Kuwait,45,6.083
Thailand,46,6.072
Italy,47,6.000
Ecuador,48,5.973
Belize,49,5.956
Lithuania,50,5.952
Slovenia,51,5.948
Romania,52,5.945
Latvia,53,5.933
Japan,54,5.915
Mauritius,55,5.891
Jamaica,56,5.890
South Korea,57,5.875
Northern Cyprus,58,5.835
Russia,59,5.810
Kazakhstan,60,5.790
Cyprus,61,5.762
Bolivia,62,5.752
Estonia,63,5.739
Paraguay,64,5.681
Peru,65,5.663
Kosovo,66,5.662
Moldova,67,5.640
Turkmenistan,68,5.636
Hungary,69,5.620
Libya,70,5.566
Philippines,71,5.524
Honduras,72,5.504
Belarus,73,5.483
Turkey,74,5.483
Pakistan,75,5.472
Hong Kong,76,5.430
Portugal,77,5.410
Serbia,78,5.398
Greece,79,5.358
Lebanon,80,5.358
Montenegro,81,5.347
Croatia,82,5.321
Dominican Republic,83,5.302
Algeria,84,5.295
Morocco,85,5.254
China,86,5.246
Azerbaijan,87,5.201
Tajikistan,88,5.199
Macedonia,89,5.185
Jordan,90,5.161
Nigeria,91,5.155
Kyrgyzstan,92,5.131
Bosnia and Herzegovina,93,5.129
Mongolia,94,5.125
Vietnam,95,5.103
Indonesia,96,5.093
Bhutan,97,5.082
Somalia,98,4.982
Cameroon,99,4.975
Bulgaria,100,4.933
Nepal,101,4.880
Venezuela,102,4.806
Gabon,103,4.758
Palestinian Territories,104,4.743
South Africa,105,4.724
Iran,106,4.707
Ivory Coast,107,4.671
Ghana,108,4.657
Senegal,109,4.631
Laos,110,4.623
Tunisia,111,4.592
Albania,112,4.586
Sierra Leone,113,4.571
Congo (Brazzaville),114,4.559
Bangladesh,115,4.500
Sri Lanka,116,4.471
Iraq,117,4.456
Mali,118,4.447
Namibia,119,4.441
Cambodia,120,4.433
Burkina Faso,121,4.424
Egypt,122,4.419
Mozambique,123,4.417
Kenya,124,4.410
Zambia,125,4.377
Mauritania,126,4.356
Ethiopia,127,4.350
Georgia,128,4.340
Armenia,129,4.321
Myanmar,130,4.308
Chad,131,4.301
Congo (Kinshasa),132,4.245
India,133,4.190
Niger,134,4.166
Uganda,135,4.161
Benin,136,4.141
Sudan,137,4.139
Ukraine,138,4.103
Togo,139,3.999
Guinea,140,3.964
Lesotho,141,3.808
Angola,142,3.795
Madagascar,143,3.774
Zimbabwe,144,3.692
Afghanistan,145,3.632
Botswana,146,3.590
Malawi,147,3.587
Haiti,148,3.582
Liberia,149,3.495
Syria,150,3.462
Rwanda,151,3.408
Yemen,152,3.355
Tanzania,153,3.303
South Sudan,154,3.254
Central African Republic,155,3.083
Burundi,156,2.905
,,
Country,Happiness Rank,Score,Year
Finland,1,7.769,2019
Denmark,2,7.600
Norway,3,7.554
Iceland,4,7.494
Netherlands,5,7.488
Switzerland,6,7.480
Sweden,7,7.343
New Zealand,8,7.307
Canada,9,7.278
Austria,10,7.246
Australia,11,7.228
Costa Rica,12,7.167
Israel,13,7.139
Luxembourg,14,7.090
United Kingdom,15,7.054
Ireland,16,7.021
Germany,17,6.985
Belgium,18,6.923
United States,19,6.892
Czech Republic,20,6.852
United Arab Emirates,21,6.825
Malta,22,6.726
Mexico,23,6.595
France,24,6.592
Taiwan,25,6.446
Chile,26,6.444
Guatemala,27,6.436
Saudi Arabia,28,6.375
Qatar,29,6.374
Spain,30,6.354
Panama,31,6.321
Brazil,32,6.300
Uruguay,33,6.293
Singapore,34,6.262
El Salvador,35,6.253
Italy,36,6.223
Bahrain,37,6.199
Slovakia,38,6.198
Trinidad & Tobago,39,6.192
Poland,40,6.182
Uzbekistan,41,6.174
Lithuania,42,6.149
Colombia,43,6.125
Slovenia,44,6.118
Nicaragua,45,6.105
Kosovo,46,6.100
Argentina,47,6.086
Romania,48,6.070
Cyprus,49,6.046
Ecuador,50,6.028
Kuwait,51,6.021
Thailand,52,6.008
Latvia,53,5.940
South Korea,54,5.895
Estonia,55,5.893
Jamaica,56,5.890
Mauritius,57,5.888
Japan,58,5.886
Honduras,59,5.860
Kazakhstan,60,5.809
Bolivia,61,5.779
Hungary,62,5.758
Paraguay,63,5.743
Northern Cyprus,64,5.718
Peru,65,5.697
Portugal,66,5.693
Pakistan,67,5.653
Russia,68,5.648
Philippines,69,5.631
Serbia,70,5.603
Moldova,71,5.529
Libya,72,5.525
Montenegro,73,5.523
Tajikistan,74,5.467
Croatia,75,5.432
Hong Kong,76,5.430
Dominican Republic,77,5.425
Bosnia and Herzegovina,78,5.386
Turkey,79,5.373
Malaysia,80,5.339
Belarus,81,5.323
Greece,82,5.287
Mongolia,83,5.285
North Macedonia,84,5.274
Nigeria,85,5.265
Kyrgyzstan,86,5.261
Turkmenistan,87,5.247
Algeria,88,5.211
Morocco,89,5.208
Azerbaijan,90,5.208
Lebanon,91,5.197
Indonesia,92,5.192
China,93,5.191
Vietnam,94,5.175
Bhutan,95,5.082
Cameroon,96,5.044
Bulgaria,97,5.011
Ghana,98,4.996
Ivory Coast,99,4.944
Nepal,100,4.913
Jordan,101,4.906
Benin,102,4.883
Congo (Brazzaville),103,4.812
Gabon,104,4.799
Laos,105,4.796
South Africa,106,4.722
Albania,107,4.719
Venezuela,108,4.707
Cambodia,109,4.700
Palestinian Territories,110,4.696
Senegal,111,4.681
Somalia,112,4.668
Namibia,113,4.639
Niger,114,4.628
Burkina Faso,115,4.587
Armenia,116,4.559
Iran,117,4.548
Guinea,118,4.534
Georgia,119,4.519
Gambia,120,4.516
Kenya,121,4.509
Mauritania,122,4.490
Mozambique,123,4.466
Tunisia,124,4.461
Bangladesh,125,4.456
Iraq,126,4.437
Congo (Kinshasa),127,4.418
Mali,128,4.390
Sierra Leone,129,4.374
Sri Lanka,130,4.366
Myanmar,131,4.360
Chad,132,4.350
Ukraine,133,4.332
Ethiopia,134,4.286
Swaziland,135,4.212
Uganda,136,4.189
Egypt,137,4.166
Zambia,138,4.107
Togo,139,4.085
India,140,4.015
Liberia,141,3.975
Comoros,142,3.973
Madagascar,143,3.933
Lesotho,144,3.802
Burundi,145,3.775
Zimbabwe,146,3.663
Haiti,147,3.597
Botswana,148,3.488
Syria,149,3.462
Malawi,150,3.410
Yemen,151,3.380
Rwanda,152,3.334
Tanzania,153,3.231
Afghanistan,154,3.203
Central African Republic,155,3.083
South Sudan,156,2.853
